source,id,description,severity,action
suricata,10.47.5.153,Заблокирован: 12 алертов,high,blocked
suricata,10.252.151.73,Заблокирован: 12 алертов,high,blocked
suricata,10.226.176.29,Заблокирован: 12 алертов,high,blocked
suricata,10.201.223.238,Заблокирован: 12 алертов,high,blocked
suricata,10.146.169.37,Заблокирован: 12 алертов,high,blocked
suricata,10.132.223.219,Заблокирован: 12 алертов,high,blocked
suricata,10.131.171.249,Заблокирован: 12 алертов,high,blocked
suricata,10.170.234.250,Заблокирован: 12 алертов,high,blocked
suricata,10.47.28.65,Заблокирован: 12 алертов,high,blocked
suricata,10.182.73.204,Заблокирован: 12 алертов,high,blocked
suricata,10.171.145.206,Заблокирован: 12 алертов,high,blocked
suricata,10.47.23.82,Заблокирован: 12 алертов,high,blocked
suricata,10.148.46.32,Заблокирован: 12 алертов,high,blocked
suricata,10.47.2.142,Заблокирован: 12 алертов,high,blocked
suricata,192.175.48.6,Заблокирован: 12 алертов,high,blocked
suricata,10.253.101.188,Заблокирован: 12 алертов,high,blocked
suricata,10.244.255.135,Заблокирован: 12 алертов,high,blocked
suricata,10.234.172.93,Заблокирован: 12 алертов,high,blocked
suricata,10.253.227.177,Заблокирован: 12 алертов,high,blocked
suricata,10.217.106.33,Заблокирован: 12 алертов,high,blocked
suricata,10.169.219.162,Заблокирован: 12 алертов,high,blocked
suricata,10.249.114.163,Заблокирован: 12 алертов,high,blocked
suricata,10.220.15.98,Заблокирован: 12 алертов,high,blocked
suricata,10.242.85.115,Заблокирован: 12 алертов,high,blocked
suricata,10.206.39.83,Заблокирован: 12 алертов,high,blocked
suricata,10.208.51.184,Заблокирован: 12 алертов,high,blocked
suricata,10.214.6.192,Заблокирован: 12 алертов,high,blocked
suricata,10.250.137.132,Заблокирован: 12 алертов,high,blocked
suricata,10.128.0.242,Заблокирован: 12 алертов,high,blocked
suricata,10.137.11.219,Заблокирован: 12 алертов,high,blocked
suricata,10.231.196.16,Заблокирован: 12 алертов,high,blocked
suricata,10.174.177.243,Заблокирован: 12 алертов,high,blocked
suricata,10.204.197.71,Заблокирован: 12 алертов,high,blocked
suricata,10.221.121.64,Заблокирован: 12 алертов,high,blocked
suricata,10.232.84.37,Заблокирован: 12 алертов,high,blocked
suricata,10.188.151.169,Заблокирован: 12 алертов,high,blocked
suricata,10.201.244.143,Заблокирован: 12 алертов,high,blocked
suricata,10.228.197.186,Заблокирован: 12 алертов,high,blocked
suricata,10.237.35.101,Заблокирован: 12 алертов,high,blocked
suricata,10.241.44.2,Заблокирован: 12 алертов,high,blocked
suricata,10.180.255.67,Заблокирован: 12 алертов,high,blocked
suricata,10.47.3.3,Заблокирован: 12 алертов,high,blocked
suricata,173.241.250.220,Заблокирован: 11 алертов,high,blocked
suricata,151.101.26.49,Заблокирован: 11 алертов,high,blocked
suricata,104.254.150.21,Заблокирован: 11 алертов,high,blocked
suricata,10.10.8.20,Заблокирован: 11 алертов,high,blocked
suricata,10.10.1.8,Заблокирован: 11 алертов,high,blocked
suricata,172.16.21.66,Заблокирован: 11 алертов,high,blocked
suricata,83.228.93.76,Заблокирован: 11 алертов,high,blocked
suricata,69.28.162.128,Заблокирован: 11 алертов,high,blocked
suricata,172.16.26.66,Заблокирован: 11 алертов,high,blocked
suricata,23.194.101.220,Заблокирован: 11 алертов,high,blocked
suricata,10.238.69.196,Заблокирован: 11 алертов,high,blocked
suricata,95.213.143.180,Заблокирован: 11 алертов,high,blocked
suricata,61.240.144.67,Заблокирован: 11 алертов,high,blocked
suricata,10.200.237.159,Заблокирован: 11 алертов,high,blocked
suricata,10.247.19.4,Заблокирован: 11 алертов,high,blocked
suricata,10.202.209.63,Заблокирован: 11 алертов,high,blocked
suricata,10.192.228.31,Заблокирован: 11 алертов,high,blocked
suricata,10.183.96.207,Заблокирован: 11 алертов,high,blocked
suricata,10.250.244.212,Заблокирован: 11 алертов,high,blocked
suricata,10.47.46.26,Заблокирован: 11 алертов,high,blocked
suricata,194.109.206.212,Заблокирован: 11 алертов,high,blocked
suricata,93.186.200.68,Заблокирован: 11 алертов,high,blocked
suricata,204.11.50.131,Заблокирован: 11 алертов,high,blocked
suricata,171.25.193.9,Заблокирован: 11 алертов,high,blocked
suricata,10.132.229.74,Заблокирован: 11 алертов,high,blocked
suricata,10.202.110.29,Заблокирован: 11 алертов,high,blocked
suricata,10.208.79.122,Заблокирован: 11 алертов,high,blocked
suricata,216.239.32.27,Заблокирован: 10 алертов,high,blocked
suricata,104.244.42.2,Заблокирован: 10 алертов,high,blocked
suricata,104.82.65.63,Заблокирован: 10 алертов,high,blocked
suricata,23.244.105.136,Заблокирован: 10 алертов,high,blocked
suricata,104.68.121.25,Заблокирован: 10 алертов,high,blocked
suricata,54.149.117.85,Заблокирован: 10 алертов,high,blocked
suricata,54.245.123.76,Заблокирован: 10 алертов,high,blocked
suricata,216.58.219.34,Заблокирован: 10 алертов,high,blocked
suricata,191.96.128.59,Заблокирован: 10 алертов,high,blocked
suricata,10.232.241.175,Заблокирован: 10 алертов,high,blocked
suricata,216.58.193.194,Заблокирован: 10 алертов,high,blocked
suricata,72.21.91.97,Заблокирован: 10 алертов,high,blocked
suricata,10.10.8.8,Заблокирован: 10 алертов,high,blocked
suricata,23.73.184.243,Заблокирован: 10 алертов,high,blocked
suricata,10.210.59.8,Заблокирован: 10 алертов,high,blocked
suricata,198.27.69.201,Заблокирован: 10 алертов,high,blocked
suricata,31.13.66.2,Заблокирован: 10 алертов,high,blocked
suricata,10.10.1.73,Заблокирован: 10 алертов,high,blocked
suricata,151.101.25.127,Заблокирован: 10 алертов,high,blocked
suricata,10.47.4.153,Заблокирован: 10 алертов,high,blocked
suricata,10.47.4.152,Заблокирован: 10 алертов,high,blocked
suricata,10.47.2.20,Заблокирован: 10 алертов,high,blocked
suricata,10.47.21.1,Заблокирован: 10 алертов,high,blocked
suricata,10.146.125.229,Заблокирован: 10 алертов,high,blocked
suricata,10.193.155.55,Заблокирован: 10 алертов,high,blocked
suricata,131.188.40.189,Заблокирован: 10 алертов,high,blocked
suricata,10.202.243.173,Заблокирован: 10 алертов,high,blocked
suricata,89.46.100.71,Заблокирован: 10 алертов,high,blocked
suricata,10.47.46.213,Заблокирован: 10 алертов,high,blocked
suricata,188.138.33.233,Заблокирован: 10 алертов,high,blocked
suricata,62.138.7.171,Заблокирован: 10 алертов,high,blocked
suricata,131.188.40.188,Заблокирован: 10 алертов,high,blocked
suricata,212.74.233.18,Заблокирован: 10 алертов,high,blocked
suricata,10.10.27.2,Заблокирован: 10 алертов,high,blocked
suricata,10.181.60.128,Заблокирован: 10 алертов,high,blocked
suricata,10.224.131.130,Заблокирован: 10 алертов,high,blocked
suricata,10.227.175.128,Заблокирован: 10 алертов,high,blocked
suricata,198.189.255.222,Заблокирован: 9 алертов,high,blocked
suricata,172.217.4.138,Заблокирован: 9 алертов,high,blocked
suricata,72.21.81.253,Заблокирован: 9 алертов,high,blocked
suricata,93.184.216.180,Заблокирован: 9 алертов,high,blocked
suricata,10.216.148.79,Заблокирован: 9 алертов,high,blocked
suricata,10.229.92.215,Заблокирован: 9 алертов,high,blocked
suricata,10.231.79.174,Заблокирован: 9 алертов,high,blocked
suricata,10.240.75.79,Заблокирован: 9 алертов,high,blocked
suricata,172.16.23.65,Заблокирован: 9 алертов,high,blocked
suricata,104.254.150.58,Заблокирован: 9 алертов,high,blocked
suricata,10.214.44.239,Заблокирован: 9 алертов,high,blocked
suricata,61.240.144.64,Заблокирован: 9 алертов,high,blocked
suricata,45.63.7.209,Заблокирован: 9 алертов,high,blocked
suricata,10.47.26.172,Заблокирован: 9 алертов,high,blocked
suricata,10.47.28.152,Заблокирован: 9 алертов,high,blocked
suricata,10.217.66.233,Заблокирован: 9 алертов,high,blocked
suricata,10.47.25.81,Заблокирован: 9 алертов,high,blocked
suricata,10.243.51.129,Заблокирован: 9 алертов,high,blocked
suricata,10.179.164.13,Заблокирован: 9 алертов,high,blocked
suricata,10.187.14.160,Заблокирован: 9 алертов,high,blocked
suricata,184.26.81.126,Заблокирован: 9 алертов,high,blocked
suricata,10.252.18.63,Заблокирован: 9 алертов,high,blocked
suricata,10.170.29.138,Заблокирован: 9 алертов,high,blocked
suricata,10.137.33.115,Заблокирован: 9 алертов,high,blocked
suricata,10.201.215.52,Заблокирован: 9 алертов,high,blocked
suricata,23.44.162.33,Заблокирован: 9 алертов,high,blocked
suricata,10.47.44.30,Заблокирован: 9 алертов,high,blocked
suricata,10.209.140.136,Заблокирован: 9 алертов,high,blocked
suricata,10.248.139.36,Заблокирован: 9 алертов,high,blocked
suricata,10.212.81.190,Заблокирован: 9 алертов,high,blocked
suricata,10.244.172.21,Заблокирован: 9 алертов,high,blocked
suricata,10.144.254.210,Заблокирован: 9 алертов,high,blocked
suricata,10.255.196.102,Заблокирован: 9 алертов,high,blocked
suricata,10.207.53.48,Заблокирован: 9 алертов,high,blocked
suricata,23.194.103.237,Заблокирован: 8 алертов,high,blocked
suricata,52.32.111.37,Заблокирован: 8 алертов,high,blocked
suricata,54.219.133.241,Заблокирован: 8 алертов,high,blocked
suricata,98.138.47.199,Заблокирован: 8 алертов,high,blocked
suricata,23.194.102.6,Заблокирован: 8 алертов,high,blocked
suricata,185.180.13.16,Заблокирован: 8 алертов,high,blocked
suricata,192.28.147.191,Заблокирован: 8 алертов,high,blocked
suricata,151.101.24.84,Заблокирован: 8 алертов,high,blocked
suricata,10.10.6.20,Заблокирован: 8 алертов,high,blocked
suricata,69.16.175.42,Заблокирован: 8 алертов,high,blocked
suricata,162.208.20.184,Заблокирован: 8 алертов,high,blocked
suricata,104.82.35.161,Заблокирован: 8 алертов,high,blocked
suricata,216.58.219.2,Заблокирован: 8 алертов,high,blocked
suricata,151.101.24.129,Заблокирован: 8 алертов,high,blocked
suricata,151.101.24.65,Заблокирован: 8 алертов,high,blocked
suricata,31.13.70.7,Заблокирован: 8 алертов,high,blocked
suricata,94.31.29.55,Заблокирован: 8 алертов,high,blocked
suricata,216.58.219.10,Заблокирован: 8 алертов,high,blocked
suricata,151.101.24.207,Заблокирован: 8 алертов,high,blocked
suricata,10.250.27.191,Заблокирован: 8 алертов,high,blocked
suricata,10.211.33.150,Заблокирован: 8 алертов,high,blocked
suricata,172.16.24.51,Заблокирован: 8 алертов,high,blocked
suricata,157.240.11.5,Заблокирован: 8 алертов,high,blocked
suricata,93.184.216.16,Заблокирован: 8 алертов,high,blocked
suricata,104.254.150.77,Заблокирован: 8 алертов,high,blocked
suricata,172.16.25.51,Заблокирован: 8 алертов,high,blocked
suricata,23.110.214.106,Заблокирован: 8 алертов,high,blocked
suricata,98.138.49.44,Заблокирован: 8 алертов,high,blocked
suricata,142.234.22.202,Заблокирован: 8 алертов,high,blocked
suricata,23.73.203.227,Заблокирован: 8 алертов,high,blocked
suricata,172.16.36.48,Заблокирован: 8 алертов,high,blocked
suricata,10.10.4.198,Заблокирован: 8 алертов,high,blocked
suricata,10.218.99.121,Заблокирован: 8 алертов,high,blocked
suricata,65.55.138.111,Заблокирован: 8 алертов,high,blocked
suricata,10.211.126.143,Заблокирован: 8 алертов,high,blocked
suricata,8.254.249.110,Заблокирован: 8 алертов,high,blocked
suricata,10.10.7.152,Заблокирован: 8 алертов,high,blocked
suricata,172.16.14.55,Заблокирован: 8 алертов,high,blocked
suricata,10.10.7.132,Заблокирован: 8 алертов,high,blocked
suricata,10.10.5.172,Заблокирован: 8 алертов,high,blocked
suricata,10.10.5.27,Заблокирован: 8 алертов,high,blocked
suricata,10.192.84.100,Заблокирован: 8 алертов,high,blocked
suricata,10.10.8.73,Заблокирован: 8 алертов,high,blocked
suricata,10.10.3.73,Заблокирован: 8 алертов,high,blocked
suricata,167.114.120.106,Заблокирован: 8 алертов,high,blocked
suricata,10.211.81.40,Заблокирован: 8 алертов,high,blocked
suricata,192.168.0.1,Заблокирован: 8 алертов,high,blocked
suricata,184.72.227.197,Заблокирован: 8 алертов,high,blocked
suricata,10.179.142.113,Заблокирован: 8 алертов,high,blocked
suricata,93.184.215.240,Заблокирован: 8 алертов,high,blocked
suricata,10.47.22.1,Заблокирован: 8 алертов,high,blocked
suricata,10.154.196.2,Заблокирован: 8 алертов,high,blocked
suricata,10.211.45.147,Заблокирован: 8 алертов,high,blocked
suricata,10.47.24.1,Заблокирован: 8 алертов,high,blocked
suricata,10.135.249.97,Заблокирован: 8 алертов,high,blocked
suricata,10.191.142.211,Заблокирован: 8 алертов,high,blocked
suricata,10.189.87.126,Заблокирован: 8 алертов,high,blocked
suricata,10.245.67.103,Заблокирован: 8 алертов,high,blocked
suricata,10.144.79.108,Заблокирован: 8 алертов,high,blocked
suricata,10.188.230.170,Заблокирован: 8 алертов,high,blocked
suricata,10.158.31.177,Заблокирован: 8 алертов,high,blocked
suricata,10.173.57.144,Заблокирован: 8 алертов,high,blocked
suricata,10.47.2.200,Заблокирован: 8 алертов,high,blocked
suricata,10.47.8.154,Заблокирован: 8 алертов,high,blocked
suricata,10.47.1.150,Заблокирован: 8 алертов,high,blocked
suricata,10.168.207.34,Заблокирован: 8 алертов,high,blocked
suricata,10.238.212.110,Заблокирован: 8 алертов,high,blocked
suricata,10.235.111.213,Заблокирован: 8 алертов,high,blocked
suricata,10.221.181.122,Заблокирован: 8 алертов,high,blocked
suricata,10.156.98.241,Заблокирован: 8 алертов,high,blocked
suricata,51.255.198.77,Заблокирован: 8 алертов,high,blocked
suricata,10.217.80.34,Заблокирован: 8 алертов,high,blocked
suricata,10.138.189.76,Заблокирован: 8 алертов,high,blocked
suricata,10.236.66.228,Заблокирован: 8 алертов,high,blocked
suricata,10.170.117.57,Заблокирован: 8 алертов,high,blocked
suricata,10.177.203.101,Заблокирован: 8 алертов,high,blocked
suricata,10.135.212.249,Заблокирован: 8 алертов,high,blocked
suricata,10.157.217.145,Заблокирован: 8 алертов,high,blocked
suricata,134.71.3.16,Заблокирован: 8 алертов,high,blocked
suricata,10.47.2.158,Заблокирован: 8 алертов,high,blocked
suricata,10.146.103.128,Заблокирован: 8 алертов,high,blocked
suricata,10.182.252.255,Заблокирован: 8 алертов,high,blocked
suricata,10.10.21.2,Заблокирован: 8 алертов,high,blocked
suricata,10.164.155.59,Заблокирован: 8 алертов,high,blocked
suricata,172.217.5.202,Заблокирован: 7 алертов,high,blocked
suricata,192.240.110.42,Заблокирован: 7 алертов,high,blocked
suricata,151.101.193.69,Заблокирован: 7 алертов,high,blocked
suricata,209.59.187.16,Заблокирован: 7 алертов,high,blocked
suricata,173.241.250.143,Заблокирован: 7 алертов,high,blocked
suricata,23.73.184.73,Заблокирован: 7 алертов,high,blocked
suricata,10.0.0.50,Заблокирован: 7 алертов,high,blocked
suricata,10.194.211.74,Заблокирован: 7 алертов,high,blocked
suricata,10.196.134.76,Заблокирован: 7 алертов,high,blocked
suricata,10.213.217.121,Заблокирован: 7 алертов,high,blocked
suricata,10.10.7.112,Заблокирован: 7 алертов,high,blocked
suricata,10.213.247.169,Заблокирован: 7 алертов,high,blocked
suricata,10.222.180.16,Заблокирован: 7 алертов,high,blocked
suricata,54.190.53.19,Заблокирован: 7 алертов,high,blocked
suricata,10.195.119.216,Заблокирован: 7 алертов,high,blocked
suricata,10.208.54.45,Заблокирован: 7 алертов,high,blocked
suricata,10.10.4.93,Заблокирован: 7 алертов,high,blocked
suricata,10.192.0.99,Заблокирован: 7 алертов,high,blocked
suricata,8.254.230.62,Заблокирован: 7 алертов,high,blocked
suricata,216.146.43.70,Заблокирован: 7 алертов,high,blocked
suricata,172.16.32.14,Заблокирован: 7 алертов,high,blocked
suricata,8.254.243.126,Заблокирован: 7 алертов,high,blocked
suricata,10.247.194.147,Заблокирован: 7 алертов,high,blocked
suricata,10.198.182.172,Заблокирован: 7 алертов,high,blocked
suricata,10.253.90.136,Заблокирован: 7 алертов,high,blocked
suricata,10.10.6.182,Заблокирован: 7 алертов,high,blocked
suricata,10.237.222.46,Заблокирован: 7 алертов,high,blocked
suricata,8.36.120.225,Заблокирован: 7 алертов,high,blocked
suricata,217.195.49.146,Заблокирован: 7 алертов,high,blocked
suricata,10.47.3.30,Заблокирован: 7 алертов,high,blocked
suricata,10.47.2.150,Заблокирован: 7 алертов,high,blocked
suricata,10.47.45.200,Заблокирован: 7 алертов,high,blocked
suricata,10.10.23.1,Заблокирован: 7 алертов,high,blocked
suricata,10.10.22.2,Заблокирован: 7 алертов,high,blocked
suricata,10.128.1.19,Заблокирован: 7 алертов,high,blocked
suricata,85.255.1.158,Заблокирован: 7 алертов,high,blocked
suricata,188.213.170.104,Заблокирован: 7 алертов,high,blocked
suricata,10.140.172.16,Заблокирован: 7 алертов,high,blocked
suricata,10.238.108.108,Заблокирован: 7 алертов,high,blocked
suricata,50.112.255.244,Заблокирован: 6 алертов,high,blocked
suricata,74.119.117.74,Заблокирован: 6 алертов,high,blocked
suricata,192.30.253.113,Заблокирован: 6 алертов,high,blocked
suricata,23.73.201.134,Заблокирован: 6 алертов,high,blocked
suricata,104.20.187.17,Заблокирован: 6 алертов,high,blocked
suricata,213.155.156.184,Заблокирован: 6 алертов,high,blocked
suricata,209.197.3.65,Заблокирован: 6 алертов,high,blocked
suricata,23.227.138.202,Заблокирован: 6 алертов,high,blocked
suricata,5.135.104.98,Заблокирован: 6 алертов,high,blocked
suricata,23.194.101.23,Заблокирован: 6 алертов,high,blocked
suricata,208.71.45.11,Заблокирован: 6 алертов,high,blocked
suricata,98.138.81.73,Заблокирован: 6 алертов,high,blocked
suricata,198.35.26.96,Заблокирован: 6 алертов,high,blocked
suricata,94.31.29.138,Заблокирован: 6 алертов,high,blocked
suricata,54.148.4.246,Заблокирован: 6 алертов,high,blocked
suricata,23.203.226.63,Заблокирован: 6 алертов,high,blocked
suricata,205.185.216.42,Заблокирован: 6 алертов,high,blocked
suricata,52.41.232.228,Заблокирован: 6 алертов,high,blocked
suricata,98.138.81.72,Заблокирован: 6 алертов,high,blocked
suricata,54.244.232.175,Заблокирован: 6 алертов,high,blocked
suricata,151.101.24.175,Заблокирован: 6 алертов,high,blocked
suricata,198.232.125.113,Заблокирован: 6 алертов,high,blocked
suricata,199.15.215.126,Заблокирован: 6 алертов,high,blocked
suricata,198.54.233.82,Заблокирован: 6 алертов,high,blocked
suricata,54.164.10.231,Заблокирован: 6 алертов,high,blocked
suricata,23.194.100.10,Заблокирован: 6 алертов,high,blocked
suricata,172.217.4.162,Заблокирован: 6 алертов,high,blocked
suricata,54.191.25.151,Заблокирован: 6 алертов,high,blocked
suricata,13.84.218.189,Заблокирован: 6 алертов,high,blocked
suricata,50.112.120.140,Заблокирован: 6 алертов,high,blocked
suricata,23.23.117.228,Заблокирован: 6 алертов,high,blocked
suricata,10.239.199.103,Заблокирован: 6 алертов,high,blocked
suricata,151.101.25.67,Заблокирован: 6 алертов,high,blocked
suricata,23.194.100.71,Заблокирован: 6 алертов,high,blocked
suricata,193.224.163.43,Заблокирован: 6 алертов,high,blocked
suricata,10.0.0.140,Заблокирован: 6 алертов,high,blocked
suricata,216.58.216.45,Заблокирован: 6 алертов,high,blocked
suricata,151.101.24.230,Заблокирован: 6 алертов,high,blocked
suricata,10.223.131.1,Заблокирован: 6 алертов,high,blocked
suricata,10.239.52.130,Заблокирован: 6 алертов,high,blocked
suricata,10.216.72.71,Заблокирован: 6 алертов,high,blocked
suricata,104.16.59.5,Заблокирован: 6 алертов,high,blocked
suricata,10.247.91.226,Заблокирован: 6 алертов,high,blocked
suricata,192.0.77.2,Заблокирован: 6 алертов,high,blocked
suricata,10.10.2.205,Заблокирован: 6 алертов,high,blocked
suricata,10.195.0.179,Заблокирован: 6 алертов,high,blocked
suricata,130.211.38.145,Заблокирован: 6 алертов,high,blocked
suricata,104.254.150.4,Заблокирован: 6 алертов,high,blocked
suricata,23.194.103.164,Заблокирован: 6 алертов,high,blocked
suricata,10.212.162.4,Заблокирован: 6 алертов,high,blocked
suricata,104.254.150.79,Заблокирован: 6 алертов,high,blocked
suricata,192.229.163.25,Заблокирован: 6 алертов,high,blocked
suricata,172.16.26.52,Заблокирован: 6 алертов,high,blocked
suricata,10.224.157.194,Заблокирован: 6 алертов,high,blocked
suricata,151.101.24.249,Заблокирован: 6 алертов,high,blocked
suricata,10.233.37.52,Заблокирован: 6 алертов,high,blocked
suricata,10.229.116.174,Заблокирован: 6 алертов,high,blocked
suricata,10.250.65.67,Заблокирован: 6 алертов,high,blocked
suricata,192.0.76.3,Заблокирован: 6 алертов,high,blocked
suricata,94.31.29.250,Заблокирован: 6 алертов,high,blocked
suricata,172.16.23.52,Заблокирован: 6 алертов,high,blocked
suricata,104.254.150.59,Заблокирован: 6 алертов,high,blocked
suricata,37.221.175.143,Заблокирован: 6 алертов,high,blocked
suricata,104.16.159.226,Заблокирован: 6 алертов,high,blocked
suricata,23.194.102.209,Заблокирован: 6 алертов,high,blocked
suricata,72.21.91.17,Заблокирован: 6 алертов,high,blocked
suricata,23.5.251.27,Заблокирован: 6 алертов,high,blocked
suricata,10.250.23.9,Заблокирован: 6 алертов,high,blocked
suricata,172.16.36.14,Заблокирован: 6 алертов,high,blocked
suricata,10.10.5.175,Заблокирован: 6 алертов,high,blocked
suricata,163.172.61.28,Заблокирован: 6 алертов,high,blocked
suricata,172.16.33.48,Заблокирован: 6 алертов,high,blocked
suricata,10.10.2.203,Заблокирован: 6 алертов,high,blocked
suricata,23.203.180.25,Заблокирован: 6 алертов,high,blocked
suricata,151.101.129.69,Заблокирован: 6 алертов,high,blocked
suricata,10.204.198.167,Заблокирован: 6 алертов,high,blocked
suricata,10.218.123.108,Заблокирован: 6 алертов,high,blocked
suricata,10.238.182.21,Заблокирован: 6 алертов,high,blocked
suricata,10.226.141.51,Заблокирован: 6 алертов,high,blocked
suricata,10.234.97.166,Заблокирован: 6 алертов,high,blocked
suricata,10.222.24.195,Заблокирован: 6 алертов,high,blocked
suricata,10.196.61.178,Заблокирован: 6 алертов,high,blocked
suricata,10.239.165.237,Заблокирован: 6 алертов,high,blocked
suricata,10.206.97.194,Заблокирован: 6 алертов,high,blocked
suricata,10.209.61.64,Заблокирован: 6 алертов,high,blocked
suricata,10.206.66.43,Заблокирован: 6 алертов,high,blocked
suricata,10.207.103.34,Заблокирован: 6 алертов,high,blocked
suricata,104.244.43.135,Заблокирован: 6 алертов,high,blocked
suricata,10.250.140.115,Заблокирован: 6 алертов,high,blocked
suricata,216.39.55.12,Заблокирован: 6 алертов,high,blocked
suricata,54.192.139.23,Заблокирован: 6 алертов,high,blocked
suricata,204.11.109.68,Заблокирован: 6 алертов,high,blocked
suricata,54.187.46.173,Заблокирован: 6 алертов,high,blocked
suricata,34.194.58.62,Заблокирован: 6 алертов,high,blocked
suricata,10.10.4.73,Заблокирован: 6 алертов,high,blocked
suricata,10.10.7.73,Заблокирован: 6 алертов,high,blocked
suricata,178.62.47.165,Заблокирован: 6 алертов,high,blocked
suricata,10.47.1.2,Заблокирован: 6 алертов,high,blocked
suricata,10.228.195.105,Заблокирован: 6 алертов,high,blocked
suricata,31.13.65.7,Заблокирован: 6 алертов,high,blocked
suricata,108.160.166.61,Заблокирован: 6 алертов,high,blocked
suricata,91.190.216.26,Заблокирован: 6 алертов,high,blocked
suricata,64.233.165.109,Заблокирован: 6 алертов,high,blocked
suricata,8.249.45.254,Заблокирован: 6 алертов,high,blocked
suricata,172.217.11.78,Заблокирован: 6 алертов,high,blocked
suricata,173.194.167.105,Заблокирован: 6 алертов,high,blocked
suricata,192.41.162.30,Заблокирован: 6 алертов,high,blocked
suricata,10.47.23.1,Заблокирован: 6 алертов,high,blocked
suricata,10.226.150.31,Заблокирован: 6 алертов,high,blocked
suricata,10.143.163.7,Заблокирован: 6 алертов,high,blocked
suricata,10.149.221.194,Заблокирован: 6 алертов,high,blocked
suricata,10.47.1.218,Заблокирован: 6 алертов,high,blocked
suricata,10.10.28.1,Заблокирован: 6 алертов,high,blocked
suricata,10.10.25.1,Заблокирован: 6 алертов,high,blocked
suricata,23.57.1.228,Заблокирован: 6 алертов,high,blocked
suricata,87.106.249.118,Заблокирован: 6 алертов,high,blocked
suricata,5.9.158.75,Заблокирован: 6 алертов,high,blocked
suricata,10.206.144.125,Заблокирован: 6 алертов,high,blocked
suricata,10.212.174.167,Заблокирован: 6 алертов,high,blocked
suricata,10.248.202.62,Заблокирован: 6 алертов,high,blocked
suricata,178.33.40.43,Заблокирован: 6 алертов,high,blocked
suricata,10.181.205.121,Заблокирован: 6 алертов,high,blocked
suricata,92.63.194.33,Заблокирован: 6 алертов,high,blocked
suricata,37.49.231.178,Заблокирован: 6 алертов,high,blocked
suricata,185.53.91.55,Заблокирован: 6 алертов,high,blocked
suricata,23.194.100.23,Заблокирован: 5 алертов,high,blocked
suricata,23.194.100.98,Заблокирован: 5 алертов,high,blocked
suricata,10.10.3.184,Заблокирован: 5 алертов,high,blocked
suricata,10.192.38.140,Заблокирован: 5 алертов,high,blocked
suricata,172.16.21.51,Заблокирован: 5 алертов,high,blocked
suricata,10.243.115.250,Заблокирован: 5 алертов,high,blocked
suricata,10.208.71.59,Заблокирован: 5 алертов,high,blocked
suricata,10.210.208.219,Заблокирован: 5 алертов,high,blocked
suricata,8.253.44.206,Заблокирован: 5 алертов,high,blocked
suricata,10.208.110.190,Заблокирован: 5 алертов,high,blocked
suricata,10.239.160.64,Заблокирован: 5 алертов,high,blocked
suricata,37.221.175.133,Заблокирован: 5 алертов,high,blocked
suricata,10.234.254.246,Заблокирован: 5 алертов,high,blocked
suricata,10.197.166.22,Заблокирован: 5 алертов,high,blocked
suricata,10.218.156.149,Заблокирован: 5 алертов,high,blocked
suricata,10.197.64.182,Заблокирован: 5 алертов,high,blocked
suricata,10.212.131.33,Заблокирован: 5 алертов,high,blocked
suricata,10.237.235.19,Заблокирован: 5 алертов,high,blocked
suricata,107.178.254.65,Заблокирован: 5 алертов,high,blocked
suricata,10.220.115.234,Заблокирован: 5 алертов,high,blocked
suricata,37.221.175.142,Заблокирован: 5 алертов,high,blocked
suricata,207.38.110.62,Заблокирован: 5 алертов,high,blocked
suricata,10.230.191.80,Заблокирован: 5 алертов,high,blocked
suricata,10.247.21.169,Заблокирован: 5 алертов,high,blocked
suricata,172.16.26.51,Заблокирован: 5 алертов,high,blocked
suricata,199.91.154.153,Заблокирован: 5 алертов,high,blocked
suricata,10.222.111.158,Заблокирован: 5 алертов,high,blocked
suricata,10.248.14.225,Заблокирован: 5 алертов,high,blocked
suricata,10.243.62.162,Заблокирован: 5 алертов,high,blocked
suricata,172.16.24.65,Заблокирован: 5 алертов,high,blocked
suricata,216.58.219.48,Заблокирован: 5 алертов,high,blocked
suricata,172.16.25.65,Заблокирован: 5 алертов,high,blocked
suricata,172.16.23.66,Заблокирован: 5 алертов,high,blocked
suricata,172.16.28.65,Заблокирован: 5 алертов,high,blocked
suricata,172.16.24.52,Заблокирован: 5 алертов,high,blocked
suricata,10.208.80.62,Заблокирован: 5 алертов,high,blocked
suricata,10.214.182.190,Заблокирован: 5 алертов,high,blocked
suricata,104.254.148.20,Заблокирован: 5 алертов,high,blocked
suricata,67.220.182.18,Заблокирован: 5 алертов,high,blocked
suricata,10.241.103.253,Заблокирован: 5 алертов,high,blocked
suricata,10.234.47.241,Заблокирован: 5 алертов,high,blocked
suricata,172.16.37.48,Заблокирован: 5 алертов,high,blocked
suricata,10.245.217.98,Заблокирован: 5 алертов,high,blocked
suricata,10.246.70.32,Заблокирован: 5 алертов,high,blocked
suricata,10.199.244.119,Заблокирован: 5 алертов,high,blocked
suricata,10.214.245.214,Заблокирован: 5 алертов,high,blocked
suricata,10.237.190.136,Заблокирован: 5 алертов,high,blocked
suricata,10.255.113.254,Заблокирован: 5 алертов,high,blocked
suricata,10.198.182.149,Заблокирован: 5 алертов,high,blocked
