source,id,description,severity,action
suricata,10.47.48.26,Заблокирован: 48 алертов,high,blocked
suricata,151.101.24.133,Заблокирован: 47 алертов,high,blocked
suricata,10.192.84.90,Заблокирован: 47 алертов,high,blocked
suricata,108.160.165.9,Заблокирован: 47 алертов,high,blocked
suricata,108.160.166.139,Заблокирован: 47 алертов,high,blocked
suricata,209.197.3.19,Заблокирован: 46 алертов,high,blocked
suricata,98.138.199.240,Заблокирован: 46 алертов,high,blocked
suricata,10.10.3.71,Заблокирован: 46 алертов,high,blocked
suricata,108.160.166.10,Заблокирован: 46 алертов,high,blocked
suricata,10.47.43.40,Заблокирован: 46 алертов,high,blocked
suricata,10.10.1.79,Заблокирован: 45 алертов,high,blocked
suricata,10.47.43.27,Заблокирован: 45 алертов,high,blocked
suricata,192.229.211.40,Заблокирован: 44 алертов,high,blocked
suricata,10.10.5.8,Заблокирован: 44 алертов,high,blocked
suricata,10.220.142.41,Заблокирован: 44 алертов,high,blocked
suricata,10.210.90.160,Заблокирован: 44 алертов,high,blocked
suricata,172.16.13.55,Заблокирован: 43 алертов,high,blocked
suricata,172.16.33.94,Заблокирован: 43 алертов,high,blocked
suricata,108.160.165.83,Заблокирован: 43 алертов,high,blocked
suricata,10.184.180.10,Заблокирован: 43 алертов,high,blocked
suricata,10.149.243.105,Заблокирован: 43 алертов,high,blocked
suricata,10.155.47.185,Заблокирован: 43 алертов,high,blocked
suricata,10.10.3.70,Заблокирован: 42 алертов,high,blocked
suricata,198.189.255.214,Заблокирован: 42 алертов,high,blocked
suricata,172.16.22.52,Заблокирован: 42 алертов,high,blocked
suricata,108.160.166.140,Заблокирован: 42 алертов,high,blocked
suricata,10.128.0.219,Заблокирован: 42 алертов,high,blocked
suricata,10.47.41.10,Заблокирован: 42 алертов,high,blocked
suricata,10.47.22.80,Заблокирован: 41 алертов,high,blocked
suricata,10.47.44.40,Заблокирован: 41 алертов,high,blocked
suricata,10.162.128.195,Заблокирован: 41 алертов,high,blocked
suricata,10.224.110.133,Заблокирован: 41 алертов,high,blocked
suricata,10.130.0.91,Заблокирован: 40 алертов,high,blocked
suricata,10.255.0.21,Заблокирован: 40 алертов,high,blocked
suricata,10.10.4.7,Заблокирован: 40 алертов,high,blocked
suricata,10.192.75.75,Заблокирован: 40 алертов,high,blocked
suricata,108.160.166.137,Заблокирован: 40 алертов,high,blocked
suricata,10.47.8.10,Заблокирован: 40 алертов,high,blocked
suricata,10.10.18.2,Заблокирован: 40 алертов,high,blocked
suricata,10.47.24.170,Заблокирован: 40 алертов,high,blocked
suricata,10.147.215.105,Заблокирован: 40 алертов,high,blocked
suricata,10.253.178.68,Заблокирован: 40 алертов,high,blocked
suricata,108.160.165.211,Заблокирован: 39 алертов,high,blocked
suricata,10.128.0.208,Заблокирован: 39 алертов,high,blocked
suricata,10.47.25.25,Заблокирован: 39 алертов,high,blocked
suricata,10.47.28.80,Заблокирован: 39 алертов,high,blocked
suricata,199.166.0.200,Заблокирован: 38 алертов,high,blocked
suricata,192.0.73.2,Заблокирован: 38 алертов,high,blocked
suricata,108.160.166.141,Заблокирован: 38 алертов,high,blocked
suricata,10.158.39.230,Заблокирован: 38 алертов,high,blocked
suricata,10.47.3.156,Заблокирован: 38 алертов,high,blocked
suricata,10.47.47.26,Заблокирован: 38 алертов,high,blocked
suricata,9.9.9.9,Заблокирован: 38 алертов,high,blocked
suricata,10.10.2.148,Заблокирован: 37 алертов,high,blocked
suricata,10.10.5.66,Заблокирован: 37 алертов,high,blocked
suricata,198.189.255.201,Заблокирован: 37 алертов,high,blocked
suricata,10.222.198.201,Заблокирован: 37 алертов,high,blocked
suricata,10.10.5.1,Заблокирован: 37 алертов,high,blocked
suricata,10.10.5.2,Заблокирован: 37 алертов,high,blocked
suricata,10.228.1.214,Заблокирован: 37 алертов,high,blocked
suricata,107.154.105.19,Заблокирован: 36 алертов,high,blocked
suricata,10.10.2.167,Заблокирован: 36 алертов,high,blocked
suricata,10.255.0.20,Заблокирован: 36 алертов,high,blocked
suricata,10.248.54.178,Заблокирован: 36 алертов,high,blocked
suricata,108.160.166.11,Заблокирован: 36 алертов,high,blocked
suricata,10.47.4.20,Заблокирован: 36 алертов,high,blocked
suricata,10.169.151.44,Заблокирован: 36 алертов,high,blocked
suricata,10.240.224.178,Заблокирован: 36 алертов,high,blocked
suricata,10.47.22.186,Заблокирован: 36 алертов,high,blocked
suricata,10.47.27.186,Заблокирован: 36 алертов,high,blocked
suricata,10.221.55.233,Заблокирован: 36 алертов,high,blocked
suricata,10.47.42.26,Заблокирован: 36 алертов,high,blocked
suricata,10.173.164.3,Заблокирован: 36 алертов,high,blocked
suricata,10.10.3.139,Заблокирован: 35 алертов,high,blocked
suricata,108.160.162.76,Заблокирован: 35 алертов,high,blocked
suricata,10.47.4.150,Заблокирован: 35 алертов,high,blocked
suricata,10.47.8.12,Заблокирован: 35 алертов,high,blocked
suricata,10.218.83.58,Заблокирован: 35 алертов,high,blocked
suricata,10.207.113.232,Заблокирован: 35 алертов,high,blocked
suricata,10.47.23.186,Заблокирован: 35 алертов,high,blocked
suricata,74.6.34.27,Заблокирован: 34 алертов,high,blocked
suricata,104.244.42.66,Заблокирован: 34 алертов,high,blocked
suricata,10.10.6.78,Заблокирован: 34 алертов,high,blocked
suricata,10.10.2.199,Заблокирован: 34 алертов,high,blocked
suricata,10.129.61.87,Заблокирован: 34 алертов,high,blocked
suricata,10.229.11.196,Заблокирован: 34 алертов,high,blocked
suricata,10.10.5.39,Заблокирован: 33 алертов,high,blocked
suricata,172.16.26.65,Заблокирован: 33 алертов,high,blocked
suricata,10.206.8.213,Заблокирован: 33 алертов,high,blocked
suricata,108.160.165.11,Заблокирован: 33 алертов,high,blocked
suricata,10.47.4.218,Заблокирован: 33 алертов,high,blocked
suricata,10.245.174.229,Заблокирован: 33 алертов,high,blocked
suricata,10.227.99.14,Заблокирован: 33 алертов,high,blocked
suricata,10.47.22.65,Заблокирован: 33 алертов,high,blocked
suricata,10.47.27.81,Заблокирован: 33 алертов,high,blocked
suricata,10.47.21.82,Заблокирован: 33 алертов,high,blocked
suricata,10.47.43.26,Заблокирован: 33 алертов,high,blocked
suricata,209.73.190.11,Заблокирован: 32 алертов,high,blocked
suricata,209.73.190.12,Заблокирован: 32 алертов,high,blocked
suricata,172.217.5.66,Заблокирован: 32 алертов,high,blocked
suricata,104.244.42.130,Заблокирован: 32 алертов,high,blocked
suricata,178.62.196.187,Заблокирован: 32 алертов,high,blocked
suricata,10.147.103.147,Заблокирован: 32 алертов,high,blocked
suricata,10.47.21.81,Заблокирован: 32 алертов,high,blocked
suricata,204.79.197.200,Заблокирован: 31 алертов,high,blocked
suricata,172.16.22.74,Заблокирован: 31 алертов,high,blocked
suricata,10.255.0.23,Заблокирован: 31 алертов,high,blocked
suricata,10.10.6.251,Заблокирован: 31 алертов,high,blocked
suricata,172.16.37.94,Заблокирован: 31 алертов,high,blocked
suricata,10.234.144.65,Заблокирован: 31 алертов,high,blocked
suricata,10.185.119.124,Заблокирован: 31 алертов,high,blocked
suricata,10.47.25.186,Заблокирован: 31 алертов,high,blocked
suricata,10.10.26.2,Заблокирован: 31 алертов,high,blocked
suricata,10.131.68.226,Заблокирован: 31 алертов,high,blocked
suricata,10.220.6.120,Заблокирован: 30 алертов,high,blocked
suricata,10.213.206.123,Заблокирован: 30 алертов,high,blocked
suricata,10.211.73.92,Заблокирован: 30 алертов,high,blocked
suricata,10.10.15.2,Заблокирован: 30 алертов,high,blocked
suricata,10.192.70.154,Заблокирован: 30 алертов,high,blocked
suricata,10.47.45.68,Заблокирован: 30 алертов,high,blocked
suricata,172.16.27.65,Заблокирован: 29 алертов,high,blocked
suricata,10.192.72.72,Заблокирован: 29 алертов,high,blocked
suricata,108.160.166.12,Заблокирован: 29 алертов,high,blocked
suricata,10.138.62.180,Заблокирован: 29 алертов,high,blocked
suricata,10.148.195.15,Заблокирован: 29 алертов,high,blocked
suricata,10.210.30.187,Заблокирован: 29 алертов,high,blocked
suricata,10.201.30.4,Заблокирован: 29 алертов,high,blocked
suricata,10.47.44.27,Заблокирован: 29 алертов,high,blocked
suricata,10.246.60.119,Заблокирован: 29 алертов,high,blocked
suricata,10.196.241.97,Заблокирован: 29 алертов,high,blocked
suricata,10.224.89.53,Заблокирован: 29 алертов,high,blocked
suricata,10.156.197.191,Заблокирован: 29 алертов,high,blocked
suricata,10.151.2.149,Заблокирован: 29 алертов,high,blocked
suricata,23.192.88.58,Заблокирован: 28 алертов,high,blocked
suricata,10.10.6.180,Заблокирован: 28 алертов,high,blocked
suricata,216.58.216.42,Заблокирован: 28 алертов,high,blocked
suricata,10.10.8.149,Заблокирован: 28 алертов,high,blocked
suricata,216.58.219.38,Заблокирован: 28 алертов,high,blocked
suricata,65.175.128.102,Заблокирован: 28 алертов,high,blocked
suricata,10.10.1.117,Заблокирован: 28 алертов,high,blocked
suricata,172.16.21.74,Заблокирован: 28 алертов,high,blocked
suricata,10.0.0.111,Заблокирован: 28 алертов,high,blocked
suricata,10.10.8.166,Заблокирован: 28 алертов,high,blocked
suricata,10.246.57.197,Заблокирован: 28 алертов,high,blocked
suricata,10.226.127.220,Заблокирован: 28 алертов,high,blocked
suricata,10.222.92.71,Заблокирован: 28 алертов,high,blocked
suricata,10.47.3.157,Заблокирован: 28 алертов,high,blocked
suricata,198.199.95.203,Заблокирован: 28 алертов,high,blocked
suricata,10.195.155.170,Заблокирован: 28 алертов,high,blocked
suricata,10.255.208.189,Заблокирован: 28 алертов,high,blocked
suricata,216.58.219.36,Заблокирован: 27 алертов,high,blocked
suricata,172.16.24.74,Заблокирован: 27 алертов,high,blocked
suricata,172.16.28.66,Заблокирован: 27 алертов,high,blocked
suricata,10.169.134.30,Заблокирован: 27 алертов,high,blocked
suricata,10.47.44.26,Заблокирован: 27 алертов,high,blocked
suricata,10.10.14.2,Заблокирован: 27 алертов,high,blocked
suricata,10.167.155.117,Заблокирован: 27 алертов,high,blocked
suricata,216.58.219.42,Заблокирован: 26 алертов,high,blocked
suricata,216.58.219.33,Заблокирован: 26 алертов,high,blocked
suricata,10.10.3.10,Заблокирован: 26 алертов,high,blocked
suricata,8.8.8.8,Заблокирован: 26 алертов,high,blocked
suricata,10.47.2.156,Заблокирован: 26 алертов,high,blocked
suricata,134.19.177.109,Заблокирован: 26 алертов,high,blocked
suricata,185.227.82.56,Заблокирован: 26 алертов,high,blocked
suricata,10.47.43.34,Заблокирован: 26 алертов,high,blocked
suricata,10.10.12.2,Заблокирован: 26 алертов,high,blocked
suricata,13.107.21.200,Заблокирован: 25 алертов,high,blocked
suricata,10.157.36.146,Заблокирован: 25 алертов,high,blocked
suricata,10.253.193.190,Заблокирован: 25 алертов,high,blocked
suricata,10.164.50.237,Заблокирован: 25 алертов,high,blocked
suricata,134.71.71.71,Заблокирован: 24 алертов,high,blocked
suricata,172.16.25.74,Заблокирован: 24 алертов,high,blocked
suricata,10.197.223.44,Заблокирован: 24 алертов,high,blocked
suricata,10.185.233.114,Заблокирован: 24 алертов,high,blocked
suricata,10.138.16.118,Заблокирован: 24 алертов,high,blocked
suricata,10.176.132.88,Заблокирован: 24 алертов,high,blocked
suricata,10.226.69.24,Заблокирован: 24 алертов,high,blocked
suricata,10.187.186.242,Заблокирован: 24 алертов,high,blocked
suricata,10.47.1.142,Заблокирован: 24 алертов,high,blocked
suricata,10.159.235.231,Заблокирован: 24 алертов,high,blocked
suricata,10.47.4.10,Заблокирован: 24 алертов,high,blocked
suricata,88.99.217.110,Заблокирован: 24 алертов,high,blocked
suricata,10.219.250.87,Заблокирован: 24 алертов,high,blocked
suricata,10.135.83.110,Заблокирован: 24 алертов,high,blocked
suricata,10.143.241.219,Заблокирован: 24 алертов,high,blocked
suricata,65.55.50.189,Заблокирован: 23 алертов,high,blocked
suricata,10.47.43.20,Заблокирован: 23 алертов,high,blocked
suricata,193.23.244.244,Заблокирован: 23 алертов,high,blocked
suricata,10.178.124.79,Заблокирован: 23 алертов,high,blocked
suricata,10.131.97.44,Заблокирован: 23 алертов,high,blocked
suricata,204.11.109.67,Заблокирован: 22 алертов,high,blocked
suricata,10.192.91.40,Заблокирован: 22 алертов,high,blocked
suricata,23.194.101.15,Заблокирован: 22 алертов,high,blocked
suricata,10.10.2.201,Заблокирован: 22 алертов,high,blocked
suricata,10.10.5.221,Заблокирован: 22 алертов,high,blocked
suricata,208.71.45.91,Заблокирован: 22 алертов,high,blocked
suricata,10.47.25.80,Заблокирован: 22 алертов,high,blocked
suricata,10.47.27.65,Заблокирован: 22 алертов,high,blocked
suricata,10.47.21.65,Заблокирован: 22 алертов,high,blocked
suricata,10.228.68.14,Заблокирован: 22 алертов,high,blocked
suricata,10.224.211.31,Заблокирован: 22 алертов,high,blocked
suricata,10.148.170.13,Заблокирован: 22 алертов,high,blocked
suricata,10.131.99.229,Заблокирован: 22 алертов,high,blocked
suricata,10.197.186.51,Заблокирован: 22 алертов,high,blocked
suricata,10.230.73.251,Заблокирован: 22 алертов,high,blocked
suricata,10.218.221.240,Заблокирован: 22 алертов,high,blocked
suricata,216.58.216.34,Заблокирован: 21 алертов,high,blocked
suricata,172.16.26.74,Заблокирован: 21 алертов,high,blocked
suricata,208.67.222.222,Заблокирован: 21 алертов,high,blocked
suricata,108.160.165.10,Заблокирован: 21 алертов,high,blocked
suricata,10.47.6.218,Заблокирован: 21 алертов,high,blocked
suricata,10.47.8.151,Заблокирован: 21 алертов,high,blocked
suricata,10.47.27.82,Заблокирован: 21 алертов,high,blocked
suricata,10.191.75.131,Заблокирован: 21 алертов,high,blocked
suricata,10.47.3.58,Заблокирован: 21 алертов,high,blocked
suricata,10.47.47.40,Заблокирован: 21 алертов,high,blocked
suricata,10.47.45.20,Заблокирован: 21 алертов,high,blocked
suricata,10.47.3.153,Заблокирован: 21 алертов,high,blocked
suricata,10.196.248.220,Заблокирован: 21 алертов,high,blocked
suricata,10.247.197.139,Заблокирован: 21 алертов,high,blocked
suricata,10.208.176.159,Заблокирован: 21 алертов,high,blocked
suricata,216.58.216.36,Заблокирован: 20 алертов,high,blocked
suricata,151.101.24.102,Заблокирован: 20 алертов,high,blocked
suricata,10.192.192.250,Заблокирован: 20 алертов,high,blocked
suricata,216.58.216.33,Заблокирован: 20 алертов,high,blocked
suricata,10.10.8.2,Заблокирован: 20 алертов,high,blocked
suricata,10.10.2.2,Заблокирован: 20 алертов,high,blocked
suricata,10.201.129.147,Заблокирован: 20 алертов,high,blocked
suricata,10.230.255.228,Заблокирован: 20 алертов,high,blocked
suricata,10.194.187.50,Заблокирован: 20 алертов,high,blocked
suricata,10.139.153.98,Заблокирован: 20 алертов,high,blocked
suricata,10.225.117.223,Заблокирован: 20 алертов,high,blocked
suricata,10.253.21.244,Заблокирован: 20 алертов,high,blocked
suricata,10.128.0.87,Заблокирован: 20 алертов,high,blocked
suricata,10.175.172.73,Заблокирован: 20 алертов,high,blocked
suricata,10.168.224.189,Заблокирован: 20 алертов,high,blocked
suricata,10.177.180.250,Заблокирован: 20 алертов,high,blocked
suricata,10.186.48.57,Заблокирован: 20 алертов,high,blocked
suricata,10.142.142.190,Заблокирован: 20 алертов,high,blocked
suricata,10.170.64.84,Заблокирован: 20 алертов,high,blocked
suricata,10.166.27.94,Заблокирован: 20 алертов,high,blocked
suricata,10.133.235.209,Заблокирован: 20 алертов,high,blocked
suricata,10.221.86.242,Заблокирован: 20 алертов,high,blocked
suricata,10.190.138.19,Заблокирован: 20 алертов,high,blocked
suricata,10.167.204.195,Заблокирован: 20 алертов,high,blocked
suricata,10.47.47.27,Заблокирован: 20 алертов,high,blocked
suricata,10.207.14.34,Заблокирован: 20 алертов,high,blocked
suricata,10.143.234.247,Заблокирован: 20 алертов,high,blocked
suricata,10.169.15.220,Заблокирован: 20 алертов,high,blocked
suricata,10.192.250.168,Заблокирован: 20 алертов,high,blocked
suricata,10.155.18.200,Заблокирован: 20 алертов,high,blocked
suricata,10.47.21.172,Заблокирован: 20 алертов,high,blocked
suricata,10.47.23.166,Заблокирован: 20 алертов,high,blocked
suricata,10.144.51.96,Заблокирован: 20 алертов,high,blocked
suricata,10.232.42.2,Заблокирован: 20 алертов,high,blocked
suricata,10.170.192.217,Заблокирован: 20 алертов,high,blocked
suricata,10.192.0.91,Заблокирован: 19 алертов,high,blocked
suricata,10.10.8.125,Заблокирован: 19 алертов,high,blocked
suricata,208.67.220.220,Заблокирован: 19 алертов,high,blocked
suricata,10.47.23.65,Заблокирован: 19 алертов,high,blocked
suricata,65.55.50.190,Заблокирован: 19 алертов,high,blocked
suricata,10.47.27.158,Заблокирован: 19 алертов,high,blocked
suricata,10.201.221.64,Заблокирован: 19 алертов,high,blocked
suricata,10.158.146.20,Заблокирован: 19 алертов,high,blocked
suricata,10.131.21.84,Заблокирован: 19 алертов,high,blocked
suricata,10.203.107.33,Заблокирован: 19 алертов,high,blocked
suricata,216.58.216.38,Заблокирован: 18 алертов,high,blocked
suricata,151.101.65.69,Заблокирован: 18 алертов,high,blocked
suricata,10.192.78.78,Заблокирован: 18 алертов,high,blocked
suricata,10.10.2.217,Заблокирован: 18 алертов,high,blocked
suricata,10.195.0.233,Заблокирован: 18 алертов,high,blocked
suricata,10.192.77.5,Заблокирован: 18 алертов,high,blocked
suricata,10.155.103.17,Заблокирован: 18 алертов,high,blocked
suricata,52.85.85.68,Заблокирован: 18 алертов,high,blocked
suricata,10.47.26.65,Заблокирован: 18 алертов,high,blocked
suricata,10.218.198.60,Заблокирован: 18 алертов,high,blocked
suricata,10.47.23.80,Заблокирован: 18 алертов,high,blocked
suricata,10.209.54.206,Заблокирован: 18 алертов,high,blocked
suricata,10.198.98.83,Заблокирован: 18 алертов,high,blocked
suricata,10.133.99.123,Заблокирован: 18 алертов,high,blocked
suricata,10.196.83.237,Заблокирован: 18 алертов,high,blocked
suricata,10.141.118.207,Заблокирован: 18 алертов,high,blocked
suricata,10.47.42.68,Заблокирован: 18 алертов,high,blocked
suricata,10.159.150.51,Заблокирован: 18 алертов,high,blocked
suricata,10.255.0.25,Заблокирован: 17 алертов,high,blocked
suricata,216.58.217.194,Заблокирован: 17 алертов,high,blocked
suricata,173.194.167.41,Заблокирован: 17 алертов,high,blocked
suricata,10.240.235.46,Заблокирован: 17 алертов,high,blocked
suricata,10.209.119.95,Заблокирован: 17 алертов,high,blocked
suricata,10.47.25.65,Заблокирован: 17 алертов,high,blocked
suricata,10.190.223.177,Заблокирован: 17 алертов,high,blocked
suricata,10.47.6.153,Заблокирован: 17 алертов,high,blocked
suricata,10.47.46.27,Заблокирован: 17 алертов,high,blocked
suricata,81.7.11.33,Заблокирован: 17 алертов,high,blocked
suricata,10.219.241.83,Заблокирован: 17 алертов,high,blocked
suricata,10.148.67.223,Заблокирован: 17 алертов,high,blocked
suricata,10.251.156.201,Заблокирован: 17 алертов,high,blocked
suricata,192.0.77.32,Заблокирован: 16 алертов,high,blocked
suricata,209.197.3.20,Заблокирован: 16 алертов,high,blocked
suricata,216.58.216.2,Заблокирован: 16 алертов,high,blocked
suricata,172.217.5.194,Заблокирован: 16 алертов,high,blocked
suricata,216.58.219.14,Заблокирован: 16 алертов,high,blocked
suricata,192.187.122.131,Заблокирован: 16 алертов,high,blocked
suricata,23.73.183.176,Заблокирован: 16 алертов,high,blocked
suricata,172.16.31.48,Заблокирован: 16 алертов,high,blocked
suricata,195.12.232.145,Заблокирован: 16 алертов,high,blocked
suricata,10.147.198.79,Заблокирован: 16 алертов,high,blocked
suricata,10.47.6.150,Заблокирован: 16 алертов,high,blocked
suricata,10.128.254.254,Заблокирован: 16 алертов,high,blocked
suricata,10.138.41.204,Заблокирован: 16 алертов,high,blocked
suricata,10.200.211.209,Заблокирован: 16 алертов,high,blocked
suricata,10.198.20.14,Заблокирован: 16 алертов,high,blocked
suricata,10.174.1.77,Заблокирован: 16 алертов,high,blocked
suricata,10.163.219.31,Заблокирован: 16 алертов,high,blocked
suricata,10.195.119.22,Заблокирован: 16 алертов,high,blocked
suricata,10.185.120.8,Заблокирован: 16 алертов,high,blocked
suricata,10.243.44.9,Заблокирован: 16 алертов,high,blocked
suricata,10.190.208.224,Заблокирован: 16 алертов,high,blocked
suricata,10.233.127.168,Заблокирован: 16 алертов,high,blocked
suricata,10.142.78.131,Заблокирован: 16 алертов,high,blocked
suricata,10.47.27.150,Заблокирован: 16 алертов,high,blocked
suricata,10.232.147.122,Заблокирован: 16 алертов,high,blocked
suricata,10.200.98.28,Заблокирован: 16 алертов,high,blocked
suricata,10.167.48.124,Заблокирован: 16 алертов,high,blocked
suricata,10.153.118.18,Заблокирован: 16 алертов,high,blocked
suricata,10.192.59.7,Заблокирован: 16 алертов,high,blocked
suricata,10.160.172.152,Заблокирован: 16 алертов,high,blocked
suricata,10.188.143.90,Заблокирован: 16 алертов,high,blocked
suricata,10.175.76.149,Заблокирован: 16 алертов,high,blocked
suricata,10.188.214.222,Заблокирован: 16 алертов,high,blocked
suricata,10.248.100.50,Заблокирован: 16 алертов,high,blocked
suricata,10.139.183.196,Заблокирован: 16 алертов,high,blocked
suricata,10.132.184.26,Заблокирован: 16 алертов,high,blocked
suricata,10.217.137.112,Заблокирован: 16 алертов,high,blocked
suricata,10.47.28.82,Заблокирован: 16 алертов,high,blocked
suricata,10.140.206.98,Заблокирован: 16 алертов,high,blocked
suricata,10.130.12.5,Заблокирован: 16 алертов,high,blocked
suricata,10.199.0.203,Заблокирован: 16 алертов,high,blocked
suricata,10.181.73.240,Заблокирован: 16 алертов,high,blocked
suricata,10.253.249.251,Заблокирован: 16 алертов,high,blocked
suricata,10.149.135.175,Заблокирован: 16 алертов,high,blocked
suricata,10.148.15.133,Заблокирован: 16 алертов,high,blocked
suricata,10.238.180.60,Заблокирован: 16 алертов,high,blocked
suricata,10.137.140.190,Заблокирован: 16 алертов,high,blocked
suricata,88.99.70.107,Заблокирован: 16 алертов,high,blocked
suricata,10.166.83.210,Заблокирован: 16 алертов,high,blocked
suricata,10.243.14.176,Заблокирован: 16 алертов,high,blocked
suricata,10.161.225.168,Заблокирован: 16 алертов,high,blocked
suricata,10.212.238.15,Заблокирован: 16 алертов,high,blocked
suricata,10.199.57.223,Заблокирован: 16 алертов,high,blocked
suricata,10.132.47.156,Заблокирован: 16 алертов,high,blocked
suricata,10.204.52.34,Заблокирован: 16 алертов,high,blocked
suricata,10.129.53.65,Заблокирован: 16 алертов,high,blocked
suricata,10.203.231.174,Заблокирован: 16 алертов,high,blocked
suricata,10.148.177.178,Заблокирован: 16 алертов,high,blocked
suricata,10.196.242.107,Заблокирован: 16 алертов,high,blocked
suricata,204.11.109.65,Заблокирован: 15 алертов,high,blocked
suricata,172.217.4.130,Заблокирован: 15 алертов,high,blocked
suricata,8.254.243.46,Заблокирован: 15 алертов,high,blocked
suricata,10.10.4.3,Заблокирован: 15 алертов,high,blocked
suricata,172.16.16.55,Заблокирован: 15 алертов,high,blocked
suricata,10.128.0.116,Заблокирован: 15 алертов,high,blocked
suricata,10.153.125.169,Заблокирован: 15 алертов,high,blocked
suricata,10.148.65.99,Заблокирован: 15 алертов,high,blocked
suricata,10.47.22.81,Заблокирован: 15 алертов,high,blocked
suricata,10.47.28.81,Заблокирован: 15 алертов,high,blocked
suricata,10.200.110.27,Заблокирован: 15 алертов,high,blocked
suricata,72.21.81.240,Заблокирован: 15 алертов,high,blocked
suricata,10.141.208.245,Заблокирован: 15 алертов,high,blocked
suricata,212.51.134.123,Заблокирован: 15 алертов,high,blocked
suricata,10.186.74.136,Заблокирован: 15 алертов,high,blocked
suricata,10.191.2.236,Заблокирован: 15 алертов,high,blocked
suricata,10.239.34.35,Заблокирован: 15 алертов,high,blocked
suricata,198.232.125.123,Заблокирован: 14 алертов,high,blocked
suricata,208.71.44.30,Заблокирован: 14 алертов,high,blocked
suricata,10.10.5.170,Заблокирован: 14 алертов,high,blocked
suricata,104.68.100.133,Заблокирован: 14 алертов,high,blocked
suricata,104.19.196.102,Заблокирован: 14 алертов,high,blocked
suricata,10.10.4.125,Заблокирован: 14 алертов,high,blocked
suricata,10.10.1.87,Заблокирован: 14 алертов,high,blocked
suricata,172.16.27.51,Заблокирован: 14 алертов,high,blocked
suricata,10.10.8.105,Заблокирован: 14 алертов,high,blocked
suricata,10.10.6.65,Заблокирован: 14 алертов,high,blocked
suricata,10.10.7.160,Заблокирован: 14 алертов,high,blocked
suricata,66.110.49.6,Заблокирован: 14 алертов,high,blocked
suricata,104.254.150.37,Заблокирован: 14 алертов,high,blocked
suricata,10.10.8.167,Заблокирован: 14 алертов,high,blocked
suricata,10.192.84.101,Заблокирован: 14 алертов,high,blocked
suricata,10.194.17.134,Заблокирован: 14 алертов,high,blocked
suricata,10.47.25.1,Заблокирован: 14 алертов,high,blocked
suricata,10.248.15.83,Заблокирован: 14 алертов,high,blocked
suricata,10.242.252.248,Заблокирован: 14 алертов,high,blocked
suricata,10.128.0.246,Заблокирован: 14 алертов,high,blocked
suricata,10.10.25.2,Заблокирован: 14 алертов,high,blocked
suricata,10.212.57.124,Заблокирован: 14 алертов,high,blocked
suricata,10.247.45.52,Заблокирован: 14 алертов,high,blocked
suricata,10.196.136.60,Заблокирован: 14 алертов,high,blocked
suricata,10.157.48.240,Заблокирован: 14 алертов,high,blocked
suricata,10.188.124.32,Заблокирован: 14 алертов,high,blocked
suricata,205.185.216.10,Заблокирован: 13 алертов,high,blocked
suricata,38.124.168.116,Заблокирован: 13 алертов,high,blocked
suricata,10.185.149.4,Заблокирован: 13 алертов,high,blocked
suricata,10.247.97.105,Заблокирован: 13 алертов,high,blocked
suricata,10.137.253.98,Заблокирован: 13 алертов,high,blocked
suricata,10.47.24.154,Заблокирован: 13 алертов,high,blocked
suricata,10.255.144.226,Заблокирован: 13 алертов,high,blocked
suricata,10.152.205.232,Заблокирован: 13 алертов,high,blocked
suricata,10.244.245.36,Заблокирован: 13 алертов,high,blocked
suricata,10.10.11.2,Заблокирован: 13 алертов,high,blocked
suricata,10.245.171.18,Заблокирован: 13 алертов,high,blocked
suricata,10.131.43.145,Заблокирован: 13 алертов,high,blocked
suricata,23.194.102.33,Заблокирован: 13 алертов,high,blocked
suricata,10.148.153.88,Заблокирован: 13 алертов,high,blocked
suricata,10.219.144.135,Заблокирован: 13 алертов,high,blocked
suricata,10.219.216.224,Заблокирован: 13 алертов,high,blocked
suricata,10.146.125.215,Заблокирован: 13 алертов,high,blocked
suricata,10.185.110.76,Заблокирован: 13 алертов,high,blocked
suricata,10.240.56.147,Заблокирован: 13 алертов,high,blocked
suricata,10.215.39.198,Заблокирован: 13 алертов,high,blocked
suricata,10.161.34.112,Заблокирован: 13 алертов,high,blocked
suricata,10.203.147.91,Заблокирован: 13 алертов,high,blocked
suricata,151.101.24.223,Заблокирован: 12 алертов,high,blocked
suricata,98.136.240.93,Заблокирован: 12 алертов,high,blocked
suricata,184.87.206.9,Заблокирован: 12 алертов,high,blocked
suricata,69.172.216.55,Заблокирован: 12 алертов,high,blocked
suricata,172.217.5.74,Заблокирован: 12 алертов,high,blocked
suricata,151.101.24.193,Заблокирован: 12 алертов,high,blocked
suricata,172.16.27.66,Заблокирован: 12 алертов,high,blocked
suricata,172.16.17.55,Заблокирован: 12 алертов,high,blocked
suricata,151.101.24.134,Заблокирован: 12 алертов,high,blocked
suricata,173.194.166.136,Заблокирован: 12 алертов,high,blocked
suricata,172.16.35.48,Заблокирован: 12 алертов,high,blocked
suricata,10.210.166.134,Заблокирован: 12 алертов,high,blocked
suricata,10.10.5.10,Заблокирован: 12 алертов,high,blocked
suricata,104.68.102.81,Заблокирован: 12 алертов,high,blocked
suricata,91.217.90.49,Заблокирован: 12 алертов,high,blocked
suricata,10.204.179.236,Заблокирован: 12 алертов,high,blocked
